ckey,rkey,cdate,rdate,cr11,cr12,cr17,rr17,cr18,rr18,cv01,rv01,cv02,rv02
10110445568,10110445568,20000730,20001028,NA,NA,2,NA,NA,NA,1,1,1,1
10110445611,10110445611,20000808,20001019,NA,NA,NA,NA,NA,NA,3,3,2,1
10110445659,10110445659,20000808,20001028,NA,NA,2,NA,NA,NA,1,1,2,2
10110445680,10110445680,20000721,20001026,NA,NA,NA,NA,NA,NA,1,4,2,NA
10110445760,10110445760,20000811,20001026,NA,NA,NA,NA,2,NA,2,2,2,2
10110445766,10110445766,20000729,20001018,NA,NA,NA,NA,NA,NA,2,2,2,2
10110445879,10110445879,20000725,20001020,NA,NA,NA,NA,NA,NA,1,1,2,2
10110445993,10110445993,20000806,20001019,NA,NA,NA,NA,2,NA,2,3,2,1
10110446286,10110446286,20000729,20001025,NA,NA,NA,NA,1,NA,2,2,2,2
10110446344,10110446344,20000804,20001024,NA,NA,NA,NA,NA,NA,1,1,1,1
10110446409,10110446409,20000807,20001021,NA,NA,NA,NA,NA,NA,3,3,1,2
10110446507,10110446507,20000805,20001027,NA,NA,NA,NA,2,NA,2,2,1,1
10110446580,10110446580,20000721,20001018,NA,NA,NA,NA,1,NA,3,2,1,2
10110446626,10110446626,20000806,20001024,NA,NA,NA,NA,NA,NA,3,3,1,2
10110446713,10110446713,20000728,20001024,NA,NA,2,NA,NA,NA,1,3,1,1
10110446725,10110446725,20000804,20001030,NA,NA,NA,NA,1,NA,3,3,1,1
10110446830,10110446830,20000805,20001030,NA,NA,2,NA,NA,NA,1,1,1,2
10110446880,10110446880,20000812,20001026,NA,NA,NA,NA,2,NA,2,2,1,1
10110447011,10110447011,20000730,20001018,NA,NA,6,NA,NA,NA,1,1,1,1
10110447385,10110447385,20000813,20001025,NA,NA,NA,NA,NA,NA,998,2,NA,2
10110447414,10110447414,20000730,20001021,NA,NA,2,NA,NA,NA,1,1,1,1
10110447426,10110447426,20000805,20001028,NA,NA,NA,NA,NA,NA,3,3,2,2
10110447796,10110447796,20000806,20001019,NA,NA,NA,NA,NA,NA,3,2,2,2
10110447808,10110447808,20000728,20001019,NA,NA,NA,NA,NA,NA,3,3,2,2
10110447991,10110447991,20000721,20001024,NA,NA,NA,NA,NA,NA,3,3,2,2
10110448045,10110448045,20000813,20001023,NA,NA,NA,NA,NA,NA,1,1,1,1
10110448126,10110448126,20000811,20001018,NA,NA,NA,NA,NA,NA,3,3,2,1
10110448144,10110448144,20000728,20001018,NA,NA,NA,NA,1,NA,2,2,1,2
10110448244,10110448244,20000811,20001022,NA,NA,NA,NA,NA,NA,4,4,NA,NA
10110448248,10110448248,20000724,20001024,NA,NA,NA,NA,NA,NA,998,1,NA,2
10110448394,10110448394,20000721,20001025,NA,NA,2,NA,NA,NA,4,999,NA,NA
10110448501,10110448501,20000804,20001025,NA,NA,2,NA,NA,NA,1,1,1,1
10110448553,10110448553,20000807,20001028,NA,NA,2,NA,NA,NA,1,1,1,1
10110448810,10110448810,20000806,20001019,NA,NA,6,NA,NA,NA,3,3,2,1
10110448972,10110448972,20000725,20001024,NA,NA,NA,NA,1,NA,2,2,1,1
10110449003,10110449003,20000811,20001030,NA,NA,NA,NA,NA,NA,3,3,1,1
10110449014,10110449014,20000722,20001024,NA,NA,NA,NA,NA,NA,1,1,1,1
10110449109,10110449109,20000722,20001029,NA,NA,NA,NA,NA,NA,4,4,NA,NA
10110449229,10110449229,20000806,20001027,NA,NA,NA,NA,NA,NA,1,1,2,2
10110449248,10110449248,20000730,20001029,NA,NA,NA,NA,NA,NA,1,1,1,1
10110449326,10110449326,20000804,20001024,NA,NA,NA,NA,NA,NA,2,2,1,1
10110449329,10110449329,20000808,20001019,NA,NA,NA,NA,NA,NA,1,1,1,2
10110449360,10110449360,20000805,20001028,NA,NA,2,NA,NA,NA,1,1,998,1
10110449546,10110449546,20000809,20001021,NA,NA,NA,NA,1,NA,3,3,2,2
10110449584,10110449584,20000806,20001024,NA,NA,NA,NA,NA,NA,3,2,2,2
10110449653,10110449653,20000730,20001025,NA,NA,6,NA,NA,NA,3,3,1,1
10110449726,10110449726,20000809,20001024,NA,NA,5,NA,NA,NA,1,3,1,1
10110450217,10110450217,20000810,20001018,NA,NA,2,NA,NA,NA,1,1,2,2
10110450374,10110450374,20000807,20001026,NA,NA,NA,NA,NA,NA,3,3,998,1
10110450516,10110450516,20000729,20001020,NA,NA,NA,NA,3,NA,4,3,NA,1
10110450545,10110450545,20000812,20001019,NA,NA,NA,NA,NA,NA,1,1,2,2
10110450622,10110450622,20000804,20001025,NA,NA,NA,NA,NA,NA,1,4,1,NA
10110450636,10110450636,20000730,20001020,NA,NA,2,NA,NA,NA,1,1,1,1
10110450638,10110450638,20000811,20001031,NA,NA,NA,NA,2,NA,2,3,2,2
10110450647,10110450647,20000729,20001024,NA,NA,6,NA,NA,NA,1,1,2,2
10110450888,10110450888,20000724,20001027,NA,NA,NA,NA,2,NA,2,2,1,1
10110451031,10110451031,20000729,20001025,NA,NA,NA,NA,NA,NA,3,998,2,NA
10110451116,10110451116,20000724,20001027,NA,NA,NA,NA,NA,NA,1,3,1,1
10110451213,10110451213,20000807,20001024,NA,NA,NA,NA,NA,NA,2,2,2,2
10110451472,10110451472,20000806,20001023,NA,NA,NA,NA,NA,NA,3,3,2,1
10110451628,10110451628,20000806,20001028,NA,NA,NA,NA,2,NA,2,2,1,1
10110451774,10110451774,20000810,20001020,NA,NA,NA,NA,NA,NA,3,2,1,2
10110451817,10110451817,20000728,20001019,NA,NA,6,NA,NA,NA,3,3,1,1
10110451867,10110451867,20000727,20001019,NA,NA,NA,NA,NA,NA,3,3,1,2
10110451990,10110451990,20000730,20001022,NA,NA,NA,NA,NA,NA,2,2,1,2
10110452207,10110452207,20000810,20001027,NA,NA,NA,NA,1,NA,2,2,2,2
10110452316,10110452316,20000806,20001022,NA,NA,5,NA,NA,NA,4,4,NA,NA
10110452351,10110452351,20000808,20001021,NA,NA,NA,NA,2,NA,3,1,1,2
10110452588,10110452588,20000810,20001021,NA,NA,2,NA,NA,NA,1,1,1,1
10110452607,10110452607,20000811,20001025,NA,NA,NA,NA,1,NA,3,3,2,1
10110452624,10110452624,20000729,20001030,NA,NA,NA,NA,2,NA,2,2,1,1
10110452731,10110452731,20000730,20001018,NA,NA,2,NA,NA,NA,1,1,1,1
10110452886,10110452886,20000721,20001026,NA,NA,2,NA,NA,NA,1,1,1,1
10110453016,10110453016,20000727,20001028,NA,NA,NA,NA,NA,NA,3,3,2,1
10110453083,10110453083,20000724,20001025,NA,NA,NA,NA,NA,NA,4,4,NA,NA
10110453103,10110453103,20000723,20001029,NA,NA,NA,NA,NA,NA,2,2,1,1
10110453204,10110453204,20000808,20001023,NA,NA,NA,NA,NA,NA,3,3,2,2
10110453261,10110453261,20000806,20001019,NA,NA,NA,NA,2,NA,2,2,2,2
10110453382,10110453382,20000807,20001024,NA,NA,NA,NA,NA,NA,1,1,1,1
10110453383,10110453383,20000729,20001028,NA,NA,NA,NA,NA,NA,3,3,2,2
10110453386,10110453386,20000812,20001019,NA,NA,2,NA,NA,NA,1,1,1,1
10110453390,10110453390,20000728,20001025,NA,NA,NA,NA,NA,NA,1,3,2,2
10110453430,10110453430,20000724,20001019,NA,NA,NA,NA,NA,NA,2,2,2,2
10110453539,10110453539,20000728,20001030,NA,NA,NA,NA,NA,NA,3,3,2,2
10110453547,10110453547,20000813,20001029,NA,NA,NA,NA,NA,NA,3,3,1,2
10110453566,10110453566,20000723,20001021,NA,NA,NA,NA,NA,NA,2,2,2,2
10110453664,10110453664,20000808,20001021,NA,NA,NA,NA,NA,NA,1,1,1,1
10110453776,10110453776,20000805,20001027,NA,NA,NA,NA,NA,NA,2,3,1,1
10110453803,10110453803,20000812,20001030,NA,NA,2,NA,NA,NA,3,3,1,1
10110453940,10110453940,20000721,20001027,NA,NA,5,NA,NA,NA,1,1,1,1
10110454272,10110454272,20000726,20001024,NA,NA,NA,NA,2,NA,3,3,1,2
10110454334,10110454334,20000808,20001019,NA,NA,NA,NA,1,NA,2,2,1,2
10110454435,10110454435,20000808,20001019,NA,NA,NA,NA,NA,NA,1,2,2,2
10110454518,10110454518,20000721,20001023,NA,NA,2,NA,NA,NA,1,1,1,1
10110454615,10110454615,20000809,20001019,NA,NA,NA,NA,2,NA,3,3,1,1
10110454677,10110454677,20000807,20001027,NA,NA,NA,NA,NA,NA,2,2,1,1
10110454702,10110454702,20000722,20001021,NA,NA,2,NA,NA,NA,1,1,2,2
10110454769,10110454769,20000727,20001027,NA,NA,2,NA,NA,NA,1,1,1,1
10110454910,10110454910,20000813,20001025,NA,NA,NA,NA,2,NA,2,2,1,1
10110454935,10110454935,20000726,20001028,NA,NA,6,NA,NA,NA,3,4,1,NA
10110455084,10110455084,20000729,20001030,NA,NA,2,NA,NA,NA,1,3,1,998
10110455204,10110455204,20000730,20001024,NA,NA,NA,NA,NA,NA,2,2,1,1
10110455378,10110455378,20000727,20001022,NA,NA,NA,NA,NA,NA,3,3,2,1
10110455408,10110455408,20000730,20001020,NA,NA,NA,NA,NA,NA,2,2,1,1
10110455612,10110455612,20000729,20001029,NA,NA,NA,NA,NA,NA,1,3,2,2
10110455636,10110455636,20000726,20001028,NA,NA,2,NA,NA,NA,1,1,1,1
10110455711,10110455711,20000812,20001024,NA,NA,NA,NA,NA,NA,2,2,2,2
10110455838,10110455838,20000722,20001026,NA,NA,2,NA,NA,NA,3,1,2,2
10110455961,10110455961,20000807,20001024,NA,NA,NA,NA,NA,NA,3,2,2,2
10110455987,10110455987,20000723,20001022,NA,NA,NA,NA,NA,NA,2,2,2,2
10110455991,10110455991,20000810,20001030,NA,NA,NA,NA,998,NA,2,2,1,1
10110456034,10110456034,20000724,20001028,NA,NA,NA,NA,NA,NA,1,1,1,1
10110456117,10110456117,20000722,20001021,NA,NA,NA,NA,NA,NA,1,1,2,2
10110456391,10110456391,20000729,20001026,NA,NA,NA,NA,NA,NA,1,1,2,2
10110456399,10110456399,20000813,20001020,NA,NA,NA,NA,2,NA,2,2,2,2
10110456549,10110456549,20000804,20001021,NA,NA,6,NA,NA,NA,2,2,2,2
10110456608,10110456608,20000813,20001024,NA,NA,2,NA,NA,NA,1,1,1,1
10110456664,10110456664,20000805,20001028,NA,NA,NA,NA,NA,NA,3,3,1,1
10110456745,10110456745,20000813,20001030,NA,NA,6,NA,NA,NA,1,1,1,1
10110456755,10110456755,20000808,20001024,NA,NA,NA,NA,NA,NA,2,2,2,2
10110456763,10110456763,20000727,20001026,NA,NA,2,NA,NA,NA,1,1,2,1
10110456896,10110456896,20000810,20001019,NA,NA,NA,NA,2,NA,2,2,2,1
10110456991,10110456991,20000726,20001030,NA,NA,NA,NA,NA,NA,2,2,2,2
10110457174,10110457174,20000807,20001028,NA,NA,NA,NA,NA,NA,3,2,1,2
10110457305,10110457305,20000806,20001019,NA,NA,NA,NA,NA,NA,1,1,1,1
10110457323,10110457323,20000729,20001029,NA,NA,NA,NA,NA,NA,3,3,1,1
10110457433,10110457433,20000808,20001019,NA,NA,NA,NA,NA,NA,1,1,1,1
10110457453,10110457453,20000730,20001025,NA,NA,6,NA,NA,NA,1,1,2,1
10110457558,10110457558,20000727,20001023,NA,NA,NA,NA,2,NA,2,2,1,1
10110457569,10110457569,20000806,20001021,NA,NA,NA,NA,2,NA,2,2,2,2
10110457582,10110457582,20000727,20001021,NA,NA,NA,NA,1,NA,2,2,2,2
10110457618,10110457618,20000722,20001026,NA,NA,NA,NA,NA,NA,3,4,1,NA
10110457619,10110457619,20000729,20001024,NA,NA,NA,NA,NA,NA,2,2,2,2
10110457621,10110457621,20000809,20001020,NA,NA,2,NA,NA,NA,1,1,1,1
10110457687,10110457687,20000726,20001024,NA,NA,NA,NA,2,NA,2,2,1,1
10110457776,10110457776,20000810,20001028,NA,NA,NA,NA,NA,NA,3,2,2,2
10110457835,10110457835,20000725,20001021,NA,NA,NA,NA,3,NA,4,3,NA,2
10110457951,10110457951,20000808,20001021,NA,NA,NA,NA,NA,NA,2,2,2,2
10110458083,10110458083,20000808,20001019,NA,NA,6,NA,NA,NA,1,1,1,1
10110458210,10110458210,20000726,20001030,NA,NA,2,NA,NA,NA,1,1,1,1
10110458213,10110458213,20000807,20001019,NA,NA,NA,NA,2,NA,2,2,1,1
10110458364,10110458364,20000808,20001021,NA,NA,NA,NA,2,NA,2,2,2,1
10110458392,10110458392,20000813,20001025,NA,NA,NA,NA,NA,NA,2,2,2,2
10110458474,10110458474,20000812,20001030,NA,NA,NA,NA,NA,NA,3,3,1,2
10110458506,10110458506,20000806,20001025,NA,NA,NA,NA,NA,NA,2,3,2,2
10110458549,10110458549,20000812,20001022,NA,NA,2,NA,NA,NA,1,1,1,1
10110458658,10110458658,20000723,20001022,NA,NA,2,NA,NA,NA,3,1,2,2
10110458751,10110458751,20000723,20001028,NA,NA,2,NA,NA,NA,1,1,1,1
10110458770,10110458770,20000729,20001026,NA,NA,NA,NA,1,NA,1,2,2,2
10110458832,10110458832,20000722,20001019,NA,NA,NA,NA,NA,NA,3,3,1,1
10110458924,10110458924,20000804,20001026,NA,NA,NA,NA,NA,NA,998,3,NA,1
10110458959,10110458959,20000721,20001024,NA,NA,NA,NA,998,NA,3,3,2,1
10110459097,10110459097,20000725,20001019,NA,NA,999,NA,NA,NA,4,1,NA,2
10110459125,10110459125,20000725,20001026,NA,NA,NA,NA,998,NA,2,2,2,1
10110459176,10110459176,20000728,20001020,NA,NA,NA,NA,2,NA,2,2,1,1
10110459209,10110459209,20000810,20001024,NA,NA,NA,NA,NA,NA,3,2,2,2
10110459331,10110459331,20000811,20001024,NA,NA,2,NA,NA,NA,1,1,2,2
10110459492,10110459492,20000811,20001024,NA,NA,6,NA,NA,NA,1,1,2,1
10110459903,10110459903,20000722,20001020,NA,NA,NA,NA,NA,NA,3,3,2,1
10110460160,10110460160,20000726,20001026,NA,NA,NA,NA,NA,NA,1,1,2,2
10110460236,10110460236,20000807,20001027,NA,NA,NA,NA,NA,NA,2,2,2,1
10110460253,10110460253,20000726,20001018,NA,NA,NA,NA,1,NA,2,2,2,2
10110460423,10110460423,20000805,20001030,NA,NA,NA,NA,NA,NA,3,3,2,1
10110460486,10110460486,20000809,20001020,NA,NA,NA,NA,NA,NA,3,3,1,1
10110460616,10110460616,20000813,20001025,NA,NA,6,NA,NA,NA,3,3,1,1
10110460652,10110460652,20000724,20001026,NA,NA,NA,NA,2,NA,4,2,NA,2
10110460797,10110460797,20000805,20001026,NA,NA,6,NA,NA,NA,3,3,1,2
10110460843,10110460843,20000807,20001021,NA,NA,2,NA,NA,NA,3,3,2,1
10110460897,10110460897,20000728,20001027,NA,NA,NA,NA,NA,NA,3,3,2,2
10110461203,10110461203,20000724,20001028,NA,NA,6,NA,NA,NA,1,1,2,2
10110461282,10110461282,20000808,20001024,NA,NA,NA,NA,NA,NA,3,3,1,1
10110461294,10110461294,20000808,20001024,NA,NA,NA,NA,2,NA,2,2,1,1
10110461366,10110461366,20000808,20001027,NA,NA,NA,NA,2,NA,3,3,1,1
10110461495,10110461495,20000723,20001027,NA,NA,NA,NA,NA,NA,2,2,1,1
10110461573,10110461573,20000804,20001019,NA,NA,NA,NA,NA,NA,3,3,2,2
10110461603,10110461603,20000813,20001022,NA,NA,NA,NA,NA,NA,3,3,1,2
10110461725,10110461725,20000807,20001018,NA,NA,NA,NA,NA,NA,3,3,2,2
10110461891,10110461891,20000724,20001029,NA,NA,NA,NA,2,NA,2,2,2,2
10110461919,10110461919,20000725,20001025,NA,NA,2,NA,NA,NA,1,4,1,NA
10110462123,10110462123,20000811,20001018,NA,NA,NA,NA,1,NA,2,2,1,1
10110462259,10110462259,20000722,20001029,NA,NA,6,NA,NA,NA,2,2,1,1
10110462397,10110462397,20000725,20001020,NA,NA,NA,NA,NA,NA,1,1,2,2
10110462429,10110462429,20000804,20001022,NA,NA,6,NA,NA,NA,1,998,2,NA
10110462534,10110462534,20000724,20001018,NA,NA,2,NA,NA,NA,4,3,NA,2
10110462596,10110462596,20000811,20001021,NA,NA,NA,NA,NA,NA,3,3,1,1
10110462792,10110462792,20000722,20001019,NA,NA,NA,NA,NA,NA,3,1,1,2
10110462853,10110462853,20000726,20001031,NA,NA,NA,NA,999,NA,4,2,NA,2
10110462869,10110462869,20000813,20001028,NA,NA,2,NA,NA,NA,1,3,1,1
10110463078,10110463078,20000812,20001024,NA,NA,NA,NA,NA,NA,3,4,1,NA
10110463189,10110463189,20000727,20001018,NA,NA,NA,NA,NA,NA,3,3,1,1
10110463336,10110463336,20000724,20001022,NA,NA,NA,NA,NA,NA,2,3,1,1
10110463747,10110463747,20000807,20001030,NA,NA,NA,NA,NA,NA,3,2,2,1
10110463791,10110463791,20000812,20001022,NA,NA,NA,NA,2,NA,2,2,1,1
10110463978,10110463978,20000723,20001027,NA,NA,NA,NA,1,NA,4,4,NA,NA
10110464202,10110464202,20000723,20001020,NA,NA,6,NA,NA,NA,3,1,1,2
10110464358,10110464358,20000806,20001025,NA,NA,NA,NA,NA,NA,1,1,2,2
10110464399,10110464399,20000807,20001028,NA,NA,2,NA,NA,NA,1,4,2,NA
10110464401,10110464401,20000725,20001027,NA,NA,NA,NA,NA,NA,1,1,2,1
10110464528,10110464528,20000724,20001025,NA,NA,NA,NA,NA,NA,3,1,2,1
10110464842,10110464842,20000809,20001020,NA,NA,7,NA,NA,NA,1,1,1,1
10110464860,10110464860,20000727,20001019,NA,NA,NA,NA,NA,NA,2,2,1,1
10110465032,10110465032,20000810,20001022,NA,NA,2,NA,NA,NA,3,3,1,1
10110465344,10110465344,20000804,20001019,NA,NA,2,NA,NA,NA,1,1,2,2
10110465520,10110465520,20000804,20001021,NA,NA,NA,NA,1,NA,2,2,1,1
10110465551,10110465551,20000722,20001024,NA,NA,NA,NA,NA,NA,1,1,1,1
10110465587,10110465587,20000805,20001023,NA,NA,NA,NA,NA,NA,3,3,1,1
10110465594,10110465594,20000804,20001021,NA,NA,NA,NA,2,NA,2,2,2,2
10110465900,10110465900,20000727,20001022,NA,NA,NA,NA,NA,NA,1,1,1,2
10110465951,10110465951,20000724,20001024,NA,NA,5,NA,NA,NA,1,1,1,1
10110466097,10110466097,20000807,20001023,NA,NA,5,NA,NA,NA,1,1,1,1
10110466207,10110466207,20000811,20001024,NA,NA,NA,NA,NA,NA,3,3,2,2
10110466214,10110466214,20000721,20001031,NA,NA,NA,NA,NA,NA,1,1,2,1
10110466293,10110466293,20000726,20001021,NA,NA,NA,NA,NA,NA,2,2,2,1
10110466368,10110466368,20000725,20001019,NA,NA,2,NA,NA,NA,1,1,2,2
10110466422,10110466422,20000726,20001021,NA,NA,NA,NA,2,NA,2,2,1,1
10110466847,10110466847,20000811,20001027,NA,NA,NA,NA,NA,NA,4,4,NA,NA
10110467143,10110467143,20000812,20001028,NA,NA,998,NA,NA,NA,1,1,2,2
10110467278,10110467278,20000806,20001024,NA,NA,NA,NA,NA,NA,1,1,2,2
10110467303,10110467303,20000809,20001021,NA,NA,6,NA,NA,NA,1,1,2,1
10110467566,10110467566,20000728,20001020,NA,NA,NA,NA,1,NA,3,3,1,2
10110467695,10110467695,20000730,20001019,NA,NA,NA,NA,NA,NA,2,2,2,1
10110467843,10110467843,20000804,20001018,NA,NA,NA,NA,NA,NA,2,2,1,2
10110467938,10110467938,20000813,20001027,NA,NA,NA,NA,NA,NA,2,2,2,2
10110467947,10110467947,20000812,20001018,NA,NA,NA,NA,NA,NA,4,4,NA,NA
10110468038,10110468038,20000725,20001019,NA,NA,6,NA,NA,NA,3,3,1,1
10110468372,10110468372,20000811,20001025,NA,NA,NA,NA,NA,NA,3,3,2,998
10110468430,10110468430,20000807,20001027,NA,NA,NA,NA,2,NA,2,2,1,1
10110468432,10110468432,20000722,20001022,NA,NA,NA,NA,2,NA,2,2,2,1
10110468496,10110468496,20000805,20001031,NA,NA,6,NA,NA,NA,3,3,1,1
10110468516,10110468516,20000727,20001030,NA,NA,NA,NA,NA,NA,998,4,NA,NA
10110468583,10110468583,20000729,20001028,NA,NA,NA,NA,NA,NA,2,2,1,1
10110468592,10110468592,20000810,20001027,NA,NA,NA,NA,2,NA,3,2,2,2
10110468594,10110468594,20000812,20001021,NA,NA,NA,NA,NA,NA,2,2,1,1
10110468647,10110468647,20000722,20001027,NA,NA,NA,NA,NA,NA,3,2,2,1
10110468677,10110468677,20000810,20001018,NA,NA,2,NA,NA,NA,1,1,1,1
10110468748,10110468748,20000729,20001019,NA,NA,NA,NA,NA,NA,3,3,2,2
10110468813,10110468813,20000723,20001023,NA,NA,NA,NA,NA,NA,3,2,2,2
10110468872,10110468872,20000810,20001020,NA,NA,NA,NA,2,NA,2,3,1,2
10110468898,10110468898,20000726,20001023,NA,NA,NA,NA,NA,NA,2,2,1,2
10110468929,10110468929,20000808,20001024,NA,NA,2,NA,NA,NA,1,1,1,1
10110469229,10110469229,20000810,20001021,NA,NA,8,NA,NA,NA,1,1,2,1
10110469326,10110469326,20000812,20001025,NA,NA,NA,NA,4,NA,2,2,1,1
10110469367,10110469367,20000804,20001019,NA,NA,NA,NA,1,NA,3,2,2,1
10110469396,10110469396,20000730,20001024,NA,NA,2,NA,NA,NA,1,1,1,1
10110469448,10110469448,20000726,20001025,NA,NA,NA,NA,NA,NA,1,1,1,1
10110469567,10110469567,20000721,20001025,NA,NA,NA,NA,NA,NA,3,3,1,1
10110469580,10110469580,20000728,20001022,NA,NA,2,NA,NA,NA,1,1,2,1
10110469681,10110469681,20000728,20001028,NA,NA,NA,NA,4,NA,3,2,2,2
10110469809,10110469809,20000723,20001024,NA,NA,NA,NA,2,NA,2,2,1,1
10110469838,10110469838,20000723,20001025,NA,NA,NA,NA,NA,NA,2,2,2,2
10110470135,10110470135,20000722,20001018,NA,NA,NA,NA,NA,NA,3,3,2,998
10110470239,10110470239,20000730,20001018,NA,NA,NA,NA,NA,NA,3,3,2,1
10110470409,10110470409,20000810,20001019,NA,NA,NA,NA,2,NA,3,2,2,2
10110470513,10110470513,20000730,20001029,NA,NA,NA,NA,2,NA,2,2,1,1
10110470558,10110470558,20000807,20001019,NA,NA,NA,NA,998,NA,1,1,1,1
10110470618,10110470618,20000812,20001024,NA,NA,NA,NA,NA,NA,3,4,1,NA
10110470700,10110470700,20000722,20001026,NA,NA,NA,NA,2,NA,2,2,2,2
10110470745,10110470745,20000806,20001027,NA,NA,NA,NA,NA,NA,1,1,1,1
10110470798,10110470798,20000721,20001024,NA,NA,NA,NA,NA,NA,3,3,2,2
10110470851,10110470851,20000725,20001021,NA,NA,NA,NA,NA,NA,2,2,2,1
10110470867,10110470867,20000721,20001025,NA,NA,NA,NA,NA,NA,2,3,2,1
10110470891,10110470891,20000804,20001028,NA,NA,NA,NA,1,NA,2,3,2,2
10110470962,10110470962,20000730,20001029,NA,NA,NA,NA,NA,NA,3,3,1,1
10110470978,10110470978,20000730,20001031,NA,NA,NA,NA,NA,NA,3,1,998,2
10110470982,10110470982,20000729,20001027,NA,NA,NA,NA,NA,NA,3,3,2,2
10110471033,10110471033,20000811,20001024,NA,NA,NA,NA,NA,NA,1,1,1,1
10110471157,10110471157,20000730,20001024,NA,NA,2,NA,NA,NA,1,1,2,2
10110471223,10110471223,20000812,20001018,NA,NA,NA,NA,NA,NA,1,1,2,2
10110471314,10110471314,20000808,20001019,NA,NA,NA,NA,1,NA,3,3,2,1
10110471349,10110471349,20000805,20001025,NA,NA,2,NA,NA,NA,1,1,1,1
10110471504,10110471504,20000725,20001018,NA,NA,NA,NA,NA,NA,999,4,NA,NA
10110471796,10110471796,20000721,20001028,NA,NA,NA,NA,2,NA,1,1,2,2
10110471864,10110471864,20000805,20001019,NA,NA,NA,NA,4,NA,4,4,NA,NA
10110471947,10110471947,20000805,20001024,NA,NA,8,NA,NA,NA,1,1,2,2
10110471962,10110471962,20000804,20001019,NA,NA,2,NA,NA,NA,1,1,1,1
10110472018,10110472018,20000723,20001025,NA,NA,2,NA,NA,NA,1,1,1,1
10110472026,10110472026,20000810,20001025,NA,NA,NA,NA,NA,NA,3,2,1,1
10110472091,10110472091,20000807,20001029,NA,NA,NA,NA,NA,NA,2,2,2,1
10110472162,10110472162,20000810,20001022,NA,NA,NA,NA,2,NA,2,2,2,2
10110472192,10110472192,20000729,20001018,NA,NA,NA,NA,2,NA,2,3,2,2
10110472258,10110472258,20000722,20001027,NA,NA,NA,NA,NA,NA,1,4,2,NA
10110472341,10110472341,20000809,20001026,NA,NA,NA,NA,1,NA,1,1,1,2
10110472365,10110472365,20000809,20001026,NA,NA,2,NA,NA,NA,1,1,1,1
10110472503,10110472503,20000807,20001026,NA,NA,2,NA,NA,NA,2,2,2,2
10110472570,10110472570,20000806,20001026,NA,NA,NA,NA,2,NA,1,3,1,1
10110472777,10110472777,20000722,20001026,NA,NA,NA,NA,NA,NA,1,1,1,2
10110472810,10110472810,20000723,20001028,NA,NA,NA,NA,NA,NA,3,3,1,1
10110472855,10110472855,20000811,20001027,NA,NA,6,NA,NA,NA,3,3,1,1
10110472875,10110472875,20000811,20001019,NA,NA,NA,NA,2,NA,2,2,1,1
10110473076,10110473076,20000813,20001024,NA,NA,6,NA,NA,NA,3,3,1,1
10110473331,10110473331,20000806,20001029,NA,NA,NA,NA,2,NA,2,2,2,2
10110473381,10110473381,20000807,20001019,NA,NA,NA,NA,NA,NA,2,2,1,1
10110473396,10110473396,20000730,20001027,NA,NA,NA,NA,NA,NA,2,2,1,2
10110473448,10110473448,20000727,20001020,NA,NA,NA,NA,NA,NA,2,2,2,998
10110473554,10110473554,20000721,20001025,NA,NA,NA,NA,NA,NA,3,1,1,2
10110473556,10110473556,20000806,20001027,NA,NA,NA,NA,NA,NA,2,2,2,2
10110473600,10110473600,20000729,20001024,NA,NA,2,NA,NA,NA,4,3,NA,1
10110473603,10110473603,20000723,20001018,NA,NA,NA,NA,NA,NA,1,1,2,1
10110473786,10110473786,20000722,20001019,NA,NA,2,NA,NA,NA,1,1,1,1
10110473812,10110473812,20000807,20001026,NA,NA,NA,NA,NA,NA,4,1,NA,2
10110473889,10110473889,20000725,20001028,NA,NA,NA,NA,NA,NA,3,3,1,1
10110473916,10110473916,20000726,20001023,NA,NA,6,NA,NA,NA,1,1,1,1
10110473929,10110473929,20000722,20001021,NA,NA,NA,NA,NA,NA,3,3,1,1
10110474018,10110474018,20000729,20001021,NA,NA,NA,NA,NA,NA,2,2,1,1
10110474158,10110474158,20000807,20001018,NA,NA,NA,NA,1,NA,2,2,2,1
10110474266,10110474266,20000811,20001020,NA,NA,NA,NA,2,NA,2,2,1,1
10110474500,10110474500,20000729,20001024,NA,NA,NA,NA,NA,NA,1,1,1,1
10110474660,10110474660,20000809,20001021,NA,NA,6,NA,NA,NA,3,3,1,1
10110474679,10110474679,20000807,20001028,NA,NA,NA,NA,NA,NA,2,2,1,1
10110474767,10110474767,20000730,20001025,NA,NA,2,NA,NA,NA,1,1,1,2
10110474842,10110474842,20000811,20001027,NA,NA,2,NA,NA,NA,1,1,2,2
10110474844,10110474844,20000811,20001028,NA,NA,NA,NA,NA,NA,3,3,1,1
10110474856,10110474856,20000806,20001021,NA,NA,NA,NA,NA,NA,998,4,NA,NA
10110474882,10110474882,20000721,20001028,NA,NA,NA,NA,NA,NA,3,3,2,2
10110474896,10110474896,20000805,20001024,NA,NA,2,NA,NA,NA,1,1,1,1
10110475061,10110475061,20000804,20001024,NA,NA,NA,NA,NA,NA,3,3,2,2
10110475114,10110475114,20000804,20001025,NA,NA,NA,NA,NA,NA,4,3,NA,2
10110475154,10110475154,20000727,20001022,NA,NA,NA,NA,2,NA,2,2,1,1
10110475193,10110475193,20000808,20001019,NA,NA,NA,NA,NA,NA,1,1,1,1
