case,age,sex,race,income,weight,primary_vote_choice,primary_vote,ideo_self,ideo_rep,ideo_dem,therm_dem,therm_rep,pid_3,below_35k_dum,therm_inparty,therm_outparty,primary_vote_dum,cand_party,primary_vote_simple,year,ideo_inparty,ideo_outparty,ideo_self_in_dif,ideo_self_out_dif,ideo_in_out_dif,age_group,ideo_self_std,ideo_self_prt_std,ideo_inparty_std,ideo_inparty_prt_std,ideo_self_in_dif_std,male_dum,white_dum
2020_206396,63,Male,White,4,1.06218667064424,Elizabeth Warren,NA,3,7,3,70,0,Democrat,1,70,0,1,Democrat,Loser,2020,3,7,0,-4,4,4,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6666666666666666,0,1,1
2020_206402,75,Male,White,1,0.747085713473305,Joe Biden,NA,NA,5,2,70,15,Democrat,1,70,15,1,Democrat,Winner,2020,2,5,NA,NA,3,5,NA,NA,-0.6666666666666666,0.8333333333333333,NA,1,1
2020_206419,52,Female,White,9,2.62696439831267,NA,NA,5,5,2,40,70,Republican,0,70,40,0,NA,Didn't Vote,2020,5,2,0,3,3,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0,1
2020_206426,64,Female,Other,18,1.01832404259732,NA,NA,3,7,4,50,0,Democrat,0,50,0,0,NA,Didn't Vote,2020,4,7,-1,-4,3,4,-0.3333333333333333,0.6666666666666666,0,0.5,0.16666666666666663,0,0
2020_206433,41,Male,Other,20,1.1484355164762,NA,NA,5,6,2,0,70,Republican,0,70,0,0,NA,Didn't Vote,2020,6,2,-1,3,4,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,0
2020_206440,51,Male,White,16,0.779352250601073,NA,NA,6,6,2,15,85,Republican,0,85,15,0,NA,Didn't Vote,2020,6,2,0,4,4,3,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_206457,45,Male,White,10,1.36039132083359,Donald Trump,NA,6,7,1,0,85,Republican,0,85,0,1,Republican,Winner,2020,7,1,-1,5,6,3,0.6666666666666666,0.8333333333333333,1,1,-0.16666666666666674,1,1
2020_206464,68,Female,Other,1,0.449341079253222,Joe Biden,NA,4,7,4,100,30,Democrat,1,100,30,1,Democrat,Winner,2020,4,7,0,-3,3,5,0,0.5,0,0.5,0,0,0
2020_206471,73,Male,White,11,0.640407775998996,Donald Trump,NA,6,6,1,0,100,Republican,0,100,0,1,Republican,Winner,2020,6,1,0,5,5,5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_206488,65,Male,White,NA,0.560595233052643,NA,NA,5,6,1,0,60,Republican,NA,60,0,0,NA,Didn't Vote,2020,6,1,-1,4,5,4,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,1
2020_206495,52,Male,White,16,0.60613584360671,NA,NA,7,6,2,0,70,Republican,0,70,0,0,NA,Didn't Vote,2020,6,2,1,5,4,3,1,1,0.6666666666666666,0.8333333333333333,0.16666666666666674,1,1
2020_206501,64,Male,Other,4,0.473596410473464,Donald Trump,NA,NA,6,2,60,100,Republican,1,100,60,1,Republican,Winner,2020,6,2,NA,NA,4,4,NA,NA,0.6666666666666666,0.8333333333333333,NA,1,0
2020_206518,71,Male,White,10,0.360701606323887,Donald Trump,NA,6,6,1,0,70,Republican,0,70,0,1,Republican,Winner,2020,6,1,0,5,5,5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_206525,38,Female,Other,13,1.04851198142134,NA,NA,4,6,2,40,60,Republican,0,60,40,0,NA,Didn't Vote,2020,6,2,-2,2,4,2,0,0.5,0.6666666666666666,0.8333333333333333,-0.33333333333333326,0,0
2020_206532,24,Female,White,3,2.41012583426185,Bernie Sanders,NA,3,6,4,50,50,Independent,1,NA,NA,1,Democrat,Voted in Other Party Primary,2020,NA,NA,NA,NA,NA,1,-0.3333333333333333,NA,NA,NA,NA,0,1
2020_206549,66,Female,Black,17,0.989672106058855,Donald Trump,NA,4,6,1,0,100,Republican,0,100,0,1,Republican,Winner,2020,6,1,-2,3,5,4,0,0.5,0.6666666666666666,0.8333333333333333,-0.33333333333333326,0,0
2020_206563,50,Female,Black,1,3.35070957540972,NA,NA,NA,7,1,100,50,Democrat,1,100,50,0,NA,Didn't Vote,2020,1,7,NA,NA,6,3,NA,NA,-1,1,NA,0,0
2020_206587,49,Male,White,3,0.635454694368955,NA,NA,1,5,4,60,15,Democrat,1,60,15,0,NA,Didn't Vote,2020,4,5,-3,-4,1,3,-1,1,0,0.5,0.5,1,1
2020_206594,40,Female,Other,22,0.323161277484885,NA,NA,2,6,3,70,30,Democrat,0,70,30,0,NA,Didn't Vote,2020,3,6,-1,-4,3,2,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,0,0
2020_206600,73,Male,White,12,0.535381055386836,Donald Trump,NA,7,6,1,0,60,Republican,0,60,0,1,Republican,Winner,2020,6,1,1,6,5,5,1,1,0.6666666666666666,0.8333333333333333,0.16666666666666674,1,1
2020_206617,65,Male,White,8,0.312829148518712,NA,NA,4,4,4,NA,NA,Independent,0,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,1,1
2020_206624,34,Female,White,14,0.355168249588703,NA,NA,4,4,4,0,0,Republican,0,0,0,0,NA,Didn't Vote,2020,4,4,0,0,0,2,0,0.5,0,0.5,0,0,1
2020_206631,53,Female,White,22,0.384846150363401,Elizabeth Warren,NA,3,6,2,60,20,Democrat,0,60,20,1,Democrat,Loser,2020,2,6,1,-3,4,3,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2020_206648,39,Female,White,21,0.758694418989461,NA,NA,3,7,1,70,30,Democrat,0,70,30,0,NA,Didn't Vote,2020,1,7,2,-4,6,2,-0.3333333333333333,0.6666666666666666,-1,1,-0.33333333333333337,0,1
2020_206655,71,Male,White,8,0.793366299358295,NA,NA,3,7,3,70,0,Independent,0,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,5,-0.3333333333333333,NA,NA,NA,NA,1,1
2020_206662,33,Female,Other,14,0.406381043744468,NA,NA,5,2,2,40,40,Independent,0,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,2,0.3333333333333333,NA,NA,NA,NA,0,0
2020_206679,34,Male,White,22,0.584179676096247,Joe Biden,NA,2,6,2,70,15,Democrat,0,70,15,1,Democrat,Winner,2020,2,6,0,-4,4,2,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,1,1
2020_206686,59,Female,White,16,0.443043624498562,NA,NA,6,6,3,40,85,Republican,0,85,40,0,NA,Didn't Vote,2020,6,3,0,3,3,4,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,1
2020_206709,72,Female,White,NA,1.42826420558604,NA,NA,NA,5,2,40,50,Democrat,NA,40,50,0,NA,Didn't Vote,2020,2,5,NA,NA,3,5,NA,NA,-0.6666666666666666,0.8333333333333333,NA,0,1
2020_206716,52,Female,White,13,1.74032378184091,NA,NA,3,6,2,70,30,Democrat,0,70,30,0,NA,Didn't Vote,2020,2,6,1,-3,4,3,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2020_206723,53,Male,White,12,0.881276381605571,NA,NA,7,3,2,0,40,Republican,0,40,0,0,NA,Didn't Vote,2020,3,2,4,5,1,3,1,1,-0.3333333333333333,0.33333333333333337,0.6666666666666666,1,1
2020_206730,35,Male,White,21,0.726126409003544,NA,NA,4,7,1,15,15,Republican,0,15,15,0,NA,Didn't Vote,2020,7,1,-3,3,6,2,0,0.5,1,1,-0.5,1,1
2020_206747,68,Female,White,12,0.325711489204384,Donald Trump,NA,5,5,2,25,85,Republican,0,85,25,1,Republican,Winner,2020,5,2,0,3,3,5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0,1
2020_206754,54,Male,Other,21,0.504631944970054,NA,NA,3,5,1,15,100,Republican,0,100,15,0,NA,Didn't Vote,2020,5,1,-2,2,4,3,-0.3333333333333333,0.33333333333333337,0.3333333333333333,0.6666666666666666,-0.33333333333333326,1,0
2020_206778,74,Female,White,2,0.424751958446483,Joe Biden,NA,NA,4,4,70,50,Democrat,1,70,50,1,Democrat,Winner,2020,4,4,NA,NA,0,5,NA,NA,0,0.5,NA,0,1
2020_206792,67,Female,White,1,2.15685936470524,NA,NA,6,6,1,0,100,Republican,1,100,0,0,NA,Didn't Vote,2020,6,1,0,5,5,5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,1
2020_206815,46,Male,White,18,0.874581022274202,NA,NA,5,7,1,40,60,Republican,0,60,40,0,NA,Didn't Vote,2020,7,1,-2,4,6,3,0.3333333333333333,0.6666666666666666,1,1,-0.33333333333333337,1,1
2020_206822,57,Male,White,7,1.66436679672841,NA,NA,6,6,1,0,70,Republican,0,70,0,0,NA,Didn't Vote,2020,6,1,0,5,5,4,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_206839,34,Female,Black,1,1.31592760517094,Joe Biden,NA,4,4,4,100,0,Democrat,1,100,0,1,Democrat,Winner,2020,4,4,0,0,0,2,0,0.5,0,0.5,0,0,0
2020_206853,56,Female,White,12,0.954337691926642,Michael Bloomberg,NA,3,4,2,50,40,Democrat,0,50,40,1,Democrat,Loser,2020,2,4,1,-1,2,4,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2020_206860,77,Female,White,1,0.67960093743955,Joe Biden,NA,3,5,3,85,30,Democrat,1,85,30,1,Democrat,Winner,2020,3,5,0,-2,2,5,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6666666666666666,0,0,1
2020_206877,43,Male,Other,6,0.801220326399966,NA,NA,5,6,2,10,60,Republican,1,60,10,0,NA,Didn't Vote,2020,6,2,-1,3,4,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,0
2020_206884,66,Female,White,10,0.654878089060249,NA,NA,3,NA,2,85,50,Democrat,0,85,50,0,NA,Didn't Vote,2020,2,NA,1,NA,NA,4,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2020_206891,NA,Male,White,NA,0.573272384724258,NA,NA,4,6,2,50,50,Independent,NA,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1
2020_206907,60,Male,White,21,1.58802365917971,Donald Trump,NA,6,6,1,0,80,Republican,0,80,0,1,Republican,Winner,2020,6,1,0,5,5,4,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_206914,39,Male,White,17,0.633428371830982,Donald Trump,NA,6,5,1,0,80,Republican,0,80,0,1,Republican,Winner,2020,5,1,1,5,4,2,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2020_206921,39,Female,White,21,0.69929857417248,Other Republican,NA,5,2,1,0,0,Republican,0,0,0,1,Republican,Loser,2020,2,1,3,4,1,2,0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.16666666666666669,0.49999999999999994,0,1
2020_206938,NA,Female,White,NA,0.815938354355844,NA,NA,6,5,1,0,70,Republican,NA,70,0,0,NA,Didn't Vote,2020,5,1,1,5,4,NA,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,0,1
2020_206945,53,Female,Black,1,1.09256274745805,NA,NA,2,7,4,70,15,Democrat,1,70,15,0,NA,Didn't Vote,2020,4,7,-2,-5,3,3,-0.6666666666666666,0.8333333333333333,0,0.5,0.33333333333333326,0,0
2020_206983,71,Female,White,19,0.646303014861255,Joe Biden,NA,2,5,3,85,30,Democrat,0,85,30,1,Democrat,Winner,2020,3,5,-1,-3,2,5,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,0,1
2020_206990,76,Female,White,1,1.11353316208686,Donald Trump,NA,6,6,1,30,70,Republican,1,70,30,1,Republican,Winner,2020,6,1,0,5,5,5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,1
2020_207016,80,Male,White,10,1.30512859172772,NA,NA,6,6,1,15,85,Republican,0,85,15,0,NA,Didn't Vote,2020,6,1,0,5,5,5,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_207023,76,Female,White,4,0.255650773379821,NA,NA,NA,2,3,70,85,Independent,1,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,0,1
2020_207030,NA,Male,White,NA,0.471030727289715,NA,NA,6,6,1,0,100,Republican,NA,100,0,0,NA,Didn't Vote,2020,6,1,0,5,5,NA,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_207047,49,Male,Other,15,0.90610572930788,Donald Trump,NA,5,6,1,15,40,Republican,0,40,15,1,Republican,Winner,2020,6,1,-1,4,5,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,0
2020_207054,37,Male,Other,20,0.814126794123098,NA,NA,5,6,2,40,60,Republican,0,60,40,0,NA,Didn't Vote,2020,6,2,-1,3,4,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,0
2020_207061,80,Female,White,7,1.19145101420047,NA,NA,5,4,3,40,85,Republican,0,85,40,0,NA,Didn't Vote,2020,4,3,1,2,1,5,0.3333333333333333,0.6666666666666666,0,0.5,0.16666666666666663,0,1
2020_207078,72,Female,White,17,1.40535010891504,Joe Biden,NA,4,7,4,100,0,Democrat,0,100,0,1,Democrat,Winner,2020,4,7,0,-3,3,5,0,0.5,0,0.5,0,0,1
2020_207092,51,Male,White,1,0.344593666242181,NA,NA,7,7,1,0,100,Republican,1,100,0,0,NA,Didn't Vote,2020,7,1,0,6,6,3,1,1,1,1,0,1,1
2020_207108,70,Male,White,15,0.668029319154869,Pete Buttigieg,NA,4,6,3,70,15,Democrat,0,70,15,1,Democrat,Loser,2020,3,6,1,-2,3,5,0,0.5,-0.3333333333333333,0.6666666666666666,-0.16666666666666663,1,1
2020_207115,45,Female,Black,5,1.26952707170465,Bernie Sanders,NA,NA,7,1,85,0,Democrat,1,85,0,1,Democrat,Loser,2020,1,7,NA,NA,6,3,NA,NA,-1,1,NA,0,0
2020_207122,31,Female,White,21,0.624940255477699,Bernie Sanders,NA,1,7,3,30,0,Democrat,0,30,0,1,Democrat,Loser,2020,3,7,-2,-6,4,1,-1,1,-0.3333333333333333,0.6666666666666666,0.33333333333333337,0,1
2020_207139,72,Male,White,13,0.506197791940467,Joe Biden,NA,2,7,2,75,15,Democrat,0,75,15,1,Democrat,Winner,2020,2,7,0,-5,5,5,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,1,1
2020_207153,71,Male,White,NA,1.33066901827618,Donald Trump,NA,6,5,1,5,75,Republican,NA,75,5,1,Republican,Winner,2020,5,1,1,5,4,5,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2020_207160,67,Male,Other,20,0.484873338791929,Donald Trump,NA,7,6,1,0,70,Republican,0,70,0,1,Republican,Winner,2020,6,1,1,6,5,5,1,1,0.6666666666666666,0.8333333333333333,0.16666666666666674,1,0
2020_207177,36,Female,White,14,0.631758996855641,NA,NA,5,7,1,30,30,Independent,0,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,2,0.3333333333333333,NA,NA,NA,NA,0,1
2020_207184,58,Male,White,17,1.67286356272058,NA,NA,5,6,1,0,85,Republican,0,85,0,0,NA,Didn't Vote,2020,6,1,-1,4,5,4,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,1
2020_207191,64,Male,White,14,0.6566510942753,NA,NA,5,5,1,0,60,Republican,0,60,0,0,NA,Didn't Vote,2020,5,1,0,4,4,4,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,1,1
2020_207207,34,Male,Other,1,2.22649432823935,NA,NA,4,4,4,50,50,Independent,1,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,1,0
2020_207214,36,Female,Other,20,0.763880794623515,Bernie Sanders,NA,1,7,2,90,0,Democrat,0,90,0,1,Democrat,Loser,2020,2,7,-1,-6,5,2,-1,1,-0.6666666666666666,0.8333333333333333,0.16666666666666674,0,0
2020_207221,44,Male,Other,18,6.90884178617048,NA,NA,NA,3,5,70,70,Democrat,0,70,70,0,NA,Didn't Vote,2020,5,3,NA,NA,2,2,NA,NA,0.3333333333333333,0.33333333333333337,NA,1,0
2020_207238,54,Female,White,22,0.824359518824322,NA,NA,5,6,2,30,70,Republican,0,70,30,0,NA,Didn't Vote,2020,6,2,-1,3,4,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2020_207245,28,Male,White,17,1.03354951779698,NA,NA,3,7,2,40,10,Democrat,0,40,10,0,NA,Didn't Vote,2020,2,7,1,-4,5,1,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,1
2020_207252,NA,Male,NA,13,1.09327022487969,Donald Trump,NA,4,4,2,50,85,Republican,0,85,50,1,Republican,Winner,2020,4,2,0,2,2,NA,0,0.5,0,0.5,0,1,NA
2020_207276,77,Female,White,NA,0.397592454835254,Other Democrat,NA,6,5,1,15,100,Republican,NA,100,15,1,Democrat,Voted in Other Party Primary,2020,5,1,1,5,4,5,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,0,1
2020_207290,70,Male,White,9,0.572334149832521,Donald Trump,NA,7,5,1,0,70,Republican,0,70,0,1,Republican,Winner,2020,5,1,2,6,4,5,1,1,0.3333333333333333,0.6666666666666666,0.33333333333333337,1,1
2020_207306,28,Female,White,1,1.38757689426842,NA,NA,3,1,7,40,60,Republican,1,60,40,0,NA,Didn't Vote,2020,1,7,2,-4,6,1,-0.3333333333333333,0.33333333333333337,-1,0,0.33333333333333337,0,1
2020_207313,30,Female,Other,17,0.479297682347153,Joe Biden,NA,4,6,2,40,30,Democrat,0,40,30,1,Democrat,Winner,2020,2,6,2,-2,4,1,0,0.5,-0.6666666666666666,0.8333333333333333,-0.33333333333333326,0,0
2020_207320,37,Male,White,10,0.294248607972296,Bernie Sanders,NA,1,6,4,70,15,Democrat,0,70,15,1,Democrat,Loser,2020,4,6,-3,-5,2,2,-1,1,0,0.5,0.5,1,1
2020_207337,45,Female,White,16,0.728983783301369,Donald Trump,NA,6,7,1,30,85,Republican,0,85,30,1,Republican,Winner,2020,7,1,-1,5,6,3,0.6666666666666666,0.8333333333333333,1,1,-0.16666666666666674,0,1
2020_207344,68,Male,White,19,1.90229778450569,Elizabeth Warren,NA,2,7,3,68,0,Democrat,0,68,0,1,Democrat,Loser,2020,3,7,-1,-5,4,5,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2020_207351,80,Female,White,10,1.21253661307169,NA,NA,5,5,1,0,60,Republican,0,60,0,0,NA,Didn't Vote,2020,5,1,0,4,4,5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0,0,1
2020_207368,41,Female,Other,13,0.503497562068711,Donald Trump,NA,4,5,2,0,70,Republican,0,70,0,1,Republican,Winner,2020,5,2,-1,2,3,2,0,0.5,0.3333333333333333,0.6666666666666666,-0.16666666666666663,0,0
2020_207375,32,Female,White,22,0.695451773451086,Bernie Sanders,NA,1,7,2,60,0,Democrat,0,60,0,1,Democrat,Loser,2020,2,7,-1,-6,5,1,-1,1,-0.6666666666666666,0.8333333333333333,0.16666666666666674,0,1
2020_207382,24,Male,White,12,1.92843608581665,NA,NA,4,3,3,0,0,Democrat,0,0,0,0,NA,Didn't Vote,2020,3,3,1,1,0,1,0,0.5,-0.3333333333333333,0.6666666666666666,-0.16666666666666663,1,1
2020_207399,NA,Female,White,21,0.821277478954348,Joe Biden,NA,3,7,3,65,0,Democrat,0,65,0,1,Democrat,Winner,2020,3,7,0,-4,4,NA,-0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6666666666666666,0,0,1
2020_207405,42,Male,Black,10,1.90316067441908,Joe Biden,NA,NA,7,4,100,0,Democrat,0,100,0,1,Democrat,Winner,2020,4,7,NA,NA,3,2,NA,NA,0,0.5,NA,1,0
2020_207412,26,Female,White,10,1.21312115392762,NA,NA,5,7,1,46,70,Republican,0,70,46,0,NA,Didn't Vote,2020,7,1,-2,4,6,1,0.3333333333333333,0.6666666666666666,1,1,-0.33333333333333337,0,1
2020_207436,50,Male,White,18,0.692756921079541,Elizabeth Warren,NA,2,7,3,70,15,Democrat,0,70,15,1,Democrat,Loser,2020,3,7,-1,-5,4,3,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2020_207443,46,Male,White,19,0.83917479900277,Joe Biden,NA,4,6,2,60,50,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2020,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,1,1
2020_207450,52,Male,Black,8,0.476848126034598,NA,NA,NA,7,2,60,0,Democrat,0,60,0,0,NA,Didn't Vote,2020,2,7,NA,NA,5,3,NA,NA,-0.6666666666666666,0.8333333333333333,NA,1,0
2020_207467,35,Female,White,1,0.462618830588514,Donald Trump,NA,NA,6,1,30,100,Republican,1,100,30,1,Republican,Winner,2020,6,1,NA,NA,5,2,NA,NA,0.6666666666666666,0.8333333333333333,NA,0,1
2020_207474,76,Male,White,17,0.710459819051422,NA,NA,NA,6,4,60,50,Democrat,0,60,50,0,NA,Didn't Vote,2020,4,6,NA,NA,2,5,NA,NA,0,0.5,NA,1,1
2020_207481,63,Female,White,18,0.74260866627548,Joe Biden,NA,2,7,4,60,0,Democrat,0,60,0,1,Democrat,Winner,2020,4,7,-2,-5,3,4,-0.6666666666666666,0.8333333333333333,0,0.5,0.33333333333333326,0,1
2020_207511,39,Male,Other,18,0.496366690628343,NA,NA,4,7,2,60,0,Independent,0,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,1,0
2020_207528,28,Male,Other,21,1.84743591716323,NA,NA,6,6,1,0,85,Republican,0,85,0,0,NA,Didn't Vote,2020,6,1,0,5,5,1,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,0
2020_207542,66,Male,White,10,0.575287269604724,NA,NA,3,5,2,50,50,Independent,0,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,4,-0.3333333333333333,NA,NA,NA,NA,1,1
2020_207559,45,Female,White,9,0.762805800838452,Joe Biden,NA,3,6,2,85,30,Democrat,0,85,30,1,Democrat,Winner,2020,2,6,1,-3,4,3,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2020_207566,69,Male,White,12,0.510470275336244,Elizabeth Warren,NA,1,6,2,85,15,Democrat,0,85,15,1,Democrat,Loser,2020,2,6,-1,-5,4,5,-1,1,-0.6666666666666666,0.8333333333333333,0.16666666666666674,1,1
2020_207573,59,Male,White,16,2.08883570556891,NA,NA,6,6,1,0,70,Republican,0,70,0,0,NA,Didn't Vote,2020,6,1,0,5,5,4,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2020_207597,79,Male,White,20,0.80808745622704,NA,NA,4,6,3,60,0,Independent,0,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,1,1
2020_207603,80,Female,White,5,0.574352544516437,NA,NA,6,5,1,0,60,Republican,1,60,0,0,NA,Didn't Vote,2020,5,1,1,5,4,5,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,0,1
2020_207610,38,Male,White,21,0.812687236999735,NA,NA,4,6,2,0,0,Independent,0,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,1,1
2020_207627,74,Female,White,12,0.601316402338592,NA,NA,3,6,2,70,40,Democrat,0,70,40,0,NA,Didn't Vote,2020,2,6,1,-3,4,5,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2020_207634,54,Female,Black,17,0.789327147800434,Joe Biden,NA,5,7,4,90,40,Democrat,0,90,40,1,Democrat,Winner,2020,4,7,1,-2,3,3,0.3333333333333333,0.33333333333333337,0,0.5,-0.16666666666666663,0,0
2020_207641,45,Female,White,2,0.873961133221884,Elizabeth Warren,NA,2,6,3,40,40,Independent,1,NA,NA,1,Democrat,Voted in Other Party Primary,2020,NA,NA,NA,NA,NA,3,-0.6666666666666666,NA,NA,NA,NA,0,1
2020_207658,42,Female,White,15,0.568715184179186,NA,NA,4,7,2,40,30,Independent,0,NA,NA,0,NA,Didn't Vote,2020,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,0,1
2020_207665,75,Male,White,NA,0.625644187700434,Donald Trump,NA,7,6,1,0,100,Republican,NA,100,0,1,Republican,Winner,2020,6,1,1,6,5,5,1,1,0.6666666666666666,0.8333333333333333,0.16666666666666674,1,1
2020_207672,33,Female,White,6,1.19008976308989,Donald Trump,NA,NA,4,2,0,50,Republican,1,50,0,1,Republican,Winner,2020,4,2,NA,NA,2,2,NA,NA,0,0.5,NA,0,1
2020_207689,40,Male,Other,2,0.43674430575929,NA,NA,4,7,2,80,5,Democrat,1,80,5,0,NA,Didn't Vote,2020,2,7,2,-3,5,2,0,0.5,-0.6666666666666666,0.8333333333333333,-0.33333333333333326,1,0
2020_207696,56,Female,White,15,1.16046084587547,NA,NA,NA,2,1,15,100,Republican,0,100,15,0,NA,Didn't Vote,2020,2,1,NA,NA,1,4,NA,NA,-0.6666666666666666,0.16666666666666669,NA,0,1
2020_207702,44,Male,White,11,2.06490444007153,NA,NA,4,6,1,0,85,Republican,0,85,0,0,NA,Didn't Vote,2020,6,1,-2,3,5,2,0,0.5,0.6666666666666666,0.8333333333333333,-0.33333333333333326,1,1
2020_207719,80,Female,Other,16,2.24661789836396,NA,NA,NA,NA,6,100,40,Democrat,0,100,40,0,NA,Didn't Vote,2020,6,NA,NA,NA,NA,5,NA,NA,0.6666666666666666,0.16666666666666669,NA,0,0
2020_207726,25,Female,White,15,1.83998647312521,Joe Biden,NA,1,7,1,100,0,Democrat,0,100,0,1,Democrat,Winner,2020,1,7,0,-6,6,1,-1,1,-1,1,0,0,1
2020_207733,26,Male,White,14,2.4556385816269,Donald Trump,NA,NA,6,2,15,85,Republican,0,85,15,1,Republican,Winner,2020,6,2,NA,NA,4,1,NA,NA,0.6666666666666666,0.8333333333333333,NA,1,1
2020_207740,75,Male,White,18,0.631397033946189,Amy Klobuchar,NA,3,7,2,85,0,Democrat,0,85,0,1,Democrat,Loser,2020,2,7,1,-4,5,5,-0.3333333333333333,0.6666666666666666,-0.6666666666666666,0.8333333333333333,-0.16666666666666663,1,1
2020_207757,68,Female,White,21,2.31782327554092,Joe Biden,NA,NA,7,5,85,30,Democrat,0,85,30,1,Democrat,Winner,2020,5,7,NA,NA,2,5,NA,NA,0.3333333333333333,0.33333333333333337,NA,0,1
